name,origin,time,score,quizResults,QCount
SteveH,United States of America,1.74369E+12,"[19, 20]","{'37': {'test': 'us', 'answer': 'Texas', 'guess': 'Texas', 'correct': True}, '17': {'test': 'europe', 'answer': 'Moldova', 'guess': 'Moldova', 'correct': True}, '31': {'test': 'us', 'answer': 'Nevada', 'guess': 'Nevada', 'correct': True}, '16': {'test': 'europe', 'answer': 'Liechtenstein', 'guess': 'Liechtenstein', 'correct': True}, '5': {'test': 'europe', 'answer': 'Czechia', 'guess': 'Czechia', 'correct': True}, '19': {'test': 'europe', 'answer': 'Estonia', 'guess': 'Estonia', 'correct': True}, '35': {'test': 'us', 'answer': 'Alabama', 'guess': 'Alabama', 'correct': True}, '34': {'test': 'us', 'answer': 'Wisconsin', 'guess': 'Wisconsin', 'correct': True}, '13': {'test': 'europe', 'answer': 'Poland', 'guess': 'Poland', 'correct': True}, '7': {'test': 'europe', 'answer': 'Malta', 'guess': 'Malta', 'correct': True}, '9': {'test': 'europe', 'answer': 'Croatia', 'guess': 'Bosnia and Herzegovina', 'correct': False}, '22': {'test': 'us', 'answer': 'Michigan', 'guess': 'Michigan', 'correct': True}, '2': {'test': 'europe', 'answer': 'Spain', 'guess': 'Spain', 'correct': True}, '14': {'test': 'europe', 'answer': 'Sweden', 'guess': 'Sweden', 'correct': True}, '8': {'test': 'europe', 'answer': 'Greece', 'guess': 'Greece', 'correct': True}, '3': {'test': 'europe', 'answer': 'Türkiye / Turkey', 'guess': 'Türkiye / Turkey', 'correct': True}, '12': {'test': 'europe', 'answer': 'Italy', 'guess': 'Italy', 'correct': True}, '24': {'test': 'us', 'answer': 'Virginia', 'guess': 'Virginia', 'correct': True}, '30': {'test': 'us', 'answer': 'Arkansas', 'guess': 'Arkansas', 'correct': True}, '29': {'test': 'us', 'answer': 'Kentucky', 'guess': 'Kentucky', 'correct': True}, '18': {'test': 'europe', 'answer': 'Serbia', 'guess': 'Serbia', 'correct': True}, '10': {'test': 'europe', 'answer': 'Portugal', 'guess': 'Portugal', 'correct': True}, '15': {'test': 'europe', 'answer': 'Germany', 'guess': 'Germany', 'correct': True}, '6': {'test': 'europe', 'answer': 'Norway', 'guess': 'Norway', 'correct': True}, '26': {'test': 'us', 'answer': 'Minnesota', 'guess': 'Minnesota', 'correct': True}, '25': {'test': 'us', 'answer': 'Vermont', 'guess': 'Vermont', 'correct': True}, '28': {'test': 'us', 'answer': 'Indiana', 'guess': 'Indiana', 'correct': True}, '32': {'test': 'us', 'answer': 'Kansas', 'guess': 'Kansas', 'correct': True}, '38': {'test': 'us', 'answer': 'Montana', 'guess': 'Montana', 'correct': True}, '23': {'test': 'us', 'answer': 'Mississippi', 'guess': 'Mississippi', 'correct': True}, '33': {'test': 'us', 'answer': 'Nebraska', 'guess': 'Nebraska', 'correct': True}, '11': {'test': 'europe', 'answer': 'Belarus', 'guess': 'Belarus', 'correct': True}, '0': {'test': 'europe', 'answer': 'Ukraine', 'guess': 'Ukraine', 'correct': True}, '1': {'test': 'europe', 'answer': 'Iceland', 'guess': 'Iceland', 'correct': True}, '39': {'test': 'us', 'answer': 'Illinois', 'guess': 'Illinois', 'correct': True}, '36': {'test': 'us', 'answer': 'Iowa', 'guess': 'Iowa', 'correct': True}, '21': {'test': 'us', 'answer': 'West Virginia', 'guess': 'West Virginia', 'correct': True}, '4': {'test': 'europe', 'answer': 'Andorra', 'guess': 'Andorra', 'correct': True}, '20': {'test': 'us', 'answer': 'Florida', 'guess': 'Florida', 'correct': True}, '27': {'test': 'us', 'answer': 'Rhode Island', 'guess': 'Rhode Island', 'correct': True}}",40
Alicia Anderson ,United States of America,1.74368E+12,"[8, 16]","{'37': {'test': 'us', 'answer': 'New York', 'guess': 'New Jersey', 'correct': False}, '17': {'test': 'europe', 'answer': 'Liechtenstein', 'guess': 'Latvia', 'correct': False}, '31': {'test': 'us', 'answer': 'Utah', 'guess': 'Utah', 'correct': True}, '16': {'test': 'europe', 'answer': 'Russia', 'guess': 'Russia', 'correct': True}, '5': {'test': 'europe', 'answer': 'Estonia', 'guess': 'Croatia', 'correct': False}, '19': {'test': 'europe', 'answer': 'Sweden', 'guess': 'Sweden', 'correct': True}, '35': {'test': 'us', 'answer': 'California', 'guess': 'California', 'correct': True}, '34': {'test': 'us', 'answer': 'Maryland', 'guess': 'Maryland', 'correct': True}, '13': {'test': 'europe', 'answer': 'Germany', 'guess': 'Germany', 'correct': True}, '7': {'test': 'europe', 'answer': 'Latvia', 'guess': 'Macedonia', 'correct': False}, '9': {'test': 'europe', 'answer': 'Portugal', 'guess': 'Switzerland', 'correct': False}, '22': {'test': 'us', 'answer': 'New Mexico', 'guess': 'Arizona', 'correct': False}, '2': {'test': 'europe', 'answer': 'Malta', 'guess': 'Moldova', 'correct': False}, '14': {'test': 'europe', 'answer': 'Spain', 'guess': 'Spain', 'correct': True}, '8': {'test': 'europe', 'answer': 'Belgium', 'guess': 'Belgium', 'correct': True}, '3': {'test': 'europe', 'answer': 'Slovenia', 'guess': 'Moldova', 'correct': False}, '12': {'test': 'europe', 'answer': 'Luxembourg', 'guess': 'Macedonia', 'correct': False}, '24': {'test': 'us', 'answer': 'North Dakota', 'guess': 'North Dakota', 'correct': True}, '30': {'test': 'us', 'answer': 'Oklahoma', 'guess': 'Oklahoma', 'correct': True}, '29': {'test': 'us', 'answer': 'Illinois', 'guess': 'Illinois', 'correct': True}, '18': {'test': 'europe', 'answer': 'Lithuania', 'guess': 'Estonia', 'correct': False}, '10': {'test': 'europe', 'answer': 'Belarus', 'guess': 'Netherlands', 'correct': False}, '15': {'test': 'europe', 'answer': 'Iceland', 'guess': 'Iceland', 'correct': True}, '6': {'test': 'europe', 'answer': 'San Marino', 'guess': 'Cyprus', 'correct': False}, '26': {'test': 'us', 'answer': 'New Hampshire', 'guess': 'New Hampshire', 'correct': True}, '25': {'test': 'us', 'answer': 'New Jersey', 'guess': 'New Jersey', 'correct': True}, '28': {'test': 'us', 'answer': 'Louisiana', 'guess': 'Louisiana', 'correct': True}, '32': {'test': 'us', 'answer': 'Minnesota', 'guess': 'Minnesota', 'correct': True}, '38': {'test': 'us', 'answer': 'Maine', 'guess': 'Maine', 'correct': True}, '23': {'test': 'us', 'answer': 'Connecticut', 'guess': 'Connecticut', 'correct': True}, '33': {'test': 'us', 'answer': 'Mississippi', 'guess': 'Mississippi', 'correct': True}, '11': {'test': 'europe', 'answer': 'Bulgaria', 'guess': 'Ukraine', 'correct': False}, '0': {'test': 'europe', 'answer': 'Poland', 'guess': 'Poland', 'correct': True}, '1': {'test': 'europe', 'answer': 'France', 'guess': 'Czechia', 'correct': False}, '39': {'test': 'us', 'answer': 'Arkansas', 'guess': 'Arkansas', 'correct': True}, '36': {'test': 'us', 'answer': 'Massachusetts', 'guess': 'Rhode Island', 'correct': False}, '21': {'test': 'us', 'answer': 'Colorado', 'guess': 'Colorado', 'correct': True}, '4': {'test': 'europe', 'answer': 'Switzerland', 'guess': 'Switzerland', 'correct': True}, '20': {'test': 'us', 'answer': 'Washington', 'guess': 'Washington', 'correct': True}, '27': {'test': 'us', 'answer': 'Rhode Island', 'guess': 'Massachusetts', 'correct': False}}",40
,-----------,1.74359E+12,"[20, 20]","{'37': {'test': 'us', 'answer': 'Michigan', 'guess': 'Michigan', 'correct': True}, '17': {'test': 'europe', 'answer': 'San Marino', 'guess': 'San Marino', 'correct': True}, '31': {'test': 'us', 'answer': 'New Mexico', 'guess': 'New Mexico', 'correct': True}, '16': {'test': 'europe', 'answer': 'Malta', 'guess': 'Malta', 'correct': True}, '5': {'test': 'europe', 'answer': 'Germany', 'guess': 'Germany', 'correct': True}, '19': {'test': 'europe', 'answer': 'Albania', 'guess': 'Albania', 'correct': True}, '35': {'test': 'us', 'answer': 'New Jersey', 'guess': 'New Jersey', 'correct': True}, '34': {'test': 'us', 'answer': 'Virginia', 'guess': 'Virginia', 'correct': True}, '13': {'test': 'europe', 'answer': 'Denmark', 'guess': 'Denmark', 'correct': True}, '7': {'test': 'europe', 'answer': 'Belgium', 'guess': 'Belgium', 'correct': True}, '9': {'test': 'europe', 'answer': 'Croatia', 'guess': 'Croatia', 'correct': True}, '22': {'test': 'us', 'answer': 'Arkansas', 'guess': 'Arkansas', 'correct': True}, '2': {'test': 'europe', 'answer': 'Austria', 'guess': 'Austria', 'correct': True}, '14': {'test': 'europe', 'answer': 'Czechia', 'guess': 'Czechia', 'correct': True}, '8': {'test': 'europe', 'answer': 'Romania', 'guess': 'Romania', 'correct': True}, '3': {'test': 'europe', 'answer': 'Monaco', 'guess': 'Monaco', 'correct': True}, '12': {'test': 'europe', 'answer': 'Serbia', 'guess': 'Serbia', 'correct': True}, '24': {'test': 'us', 'answer': 'Maine', 'guess': 'Maine', 'correct': True}, '30': {'test': 'us', 'answer': 'South Dakota', 'guess': 'South Dakota', 'correct': True}, '29': {'test': 'us', 'answer': 'Wisconsin', 'guess': 'Wisconsin', 'correct': True}, '18': {'test': 'europe', 'answer': 'Ukraine', 'guess': 'Ukraine', 'correct': True}, '10': {'test': 'europe', 'answer': 'Portugal', 'guess': 'Portugal', 'correct': True}, '15': {'test': 'europe', 'answer': 'Switzerland', 'guess': 'Switzerland', 'correct': True}, '6': {'test': 'europe', 'answer': 'Slovenia', 'guess': 'Slovenia', 'correct': True}, '26': {'test': 'us', 'answer': 'Arizona', 'guess': 'Arizona', 'correct': True}, '25': {'test': 'us', 'answer': 'Vermont', 'guess': 'Vermont', 'correct': True}, '28': {'test': 'us', 'answer': 'Louisiana', 'guess': 'Louisiana', 'correct': True}, '32': {'test': 'us', 'answer': 'New Hampshire', 'guess': 'New Hampshire', 'correct': True}, '38': {'test': 'us', 'answer': 'West Virginia', 'guess': 'West Virginia', 'correct': True}, '23': {'test': 'us', 'answer': 'Tennessee', 'guess': 'Tennessee', 'correct': True}, '33': {'test': 'us', 'answer': 'Missouri', 'guess': 'Missouri', 'correct': True}, '11': {'test': 'europe', 'answer': 'Cyprus', 'guess': 'Cyprus', 'correct': True}, '0': {'test': 'europe', 'answer': 'Norway', 'guess': 'Norway', 'correct': True}, '1': {'test': 'europe', 'answer': 'Liechtenstein', 'guess': 'Liechtenstein', 'correct': True}, '39': {'test': 'us', 'answer': 'Rhode Island', 'guess': 'Rhode Island', 'correct': True}, '36': {'test': 'us', 'answer': 'Mississippi', 'guess': 'Mississippi', 'correct': True}, '21': {'test': 'us', 'answer': 'Indiana', 'guess': 'Indiana', 'correct': True}, '4': {'test': 'europe', 'answer': 'United Kingdom', 'guess': 'United Kingdom', 'correct': True}, '20': {'test': 'us', 'answer': 'Alabama', 'guess': 'Alabama', 'correct': True}, '27': {'test': 'us', 'answer': 'New York', 'guess': 'New York', 'correct': True}}",40
,-----------,1.74359E+12,"[20, 17]","{'37': {'test': 'us', 'answer': 'Hawaii', 'guess': 'Hawaii', 'correct': True}, '17': {'test': 'europe', 'answer': 'Romania', 'guess': 'Romania', 'correct': True}, '31': {'test': 'us', 'answer': 'Utah', 'guess': 'Utah', 'correct': True}, '16': {'test': 'europe', 'answer': 'Greece', 'guess': 'Greece', 'correct': True}, '5': {'test': 'europe', 'answer': 'Albania', 'guess': 'Albania', 'correct': True}, '19': {'test': 'europe', 'answer': 'Bosnia and Herzegovina', 'guess': 'Bosnia and Herzegovina', 'correct': True}, '35': {'test': 'us', 'answer': 'Indiana', 'guess': 'Illinois', 'correct': False}, '34': {'test': 'us', 'answer': 'Colorado', 'guess': 'Colorado', 'correct': True}, '13': {'test': 'europe', 'answer': 'Belarus', 'guess': 'Belarus', 'correct': True}, '7': {'test': 'europe', 'answer': 'Austria', 'guess': 'Austria', 'correct': True}, '9': {'test': 'europe', 'answer': 'Russia', 'guess': 'Russia', 'correct': True}, '22': {'test': 'us', 'answer': 'New Mexico', 'guess': 'New Mexico', 'correct': True}, '2': {'test': 'europe', 'answer': 'Türkiye / Turkey', 'guess': 'Türkiye / Turkey', 'correct': True}, '14': {'test': 'europe', 'answer': 'Italy', 'guess': 'Italy', 'correct': True}, '8': {'test': 'europe', 'answer': 'Finland', 'guess': 'Finland', 'correct': True}, '3': {'test': 'europe', 'answer': 'Slovenia', 'guess': 'Slovenia', 'correct': True}, '12': {'test': 'europe', 'answer': 'Croatia', 'guess': 'Croatia', 'correct': True}, '24': {'test': 'us', 'answer': 'South Dakota', 'guess': 'South Dakota', 'correct': True}, '30': {'test': 'us', 'answer': 'Massachusetts', 'guess': 'Massachusetts', 'correct': True}, '29': {'test': 'us', 'answer': 'New York', 'guess': 'New York', 'correct': True}, '18': {'test': 'europe', 'answer': 'Cyprus', 'guess': 'Cyprus', 'correct': True}, '10': {'test': 'europe', 'answer': 'Latvia', 'guess': 'Latvia', 'correct': True}, '15': {'test': 'europe', 'answer': 'Netherlands', 'guess': 'Netherlands', 'correct': True}, '6': {'test': 'europe', 'answer': 'Sweden', 'guess': 'Sweden', 'correct': True}, '26': {'test': 'us', 'answer': 'North Carolina', 'guess': 'North Carolina', 'correct': True}, '25': {'test': 'us', 'answer': 'Iowa', 'guess': 'Indiana', 'correct': False}, '28': {'test': 'us', 'answer': 'North Dakota', 'guess': 'North Dakota', 'correct': True}, '32': {'test': 'us', 'answer': 'Oregon', 'guess': 'Oregon', 'correct': True}, '38': {'test': 'us', 'answer': 'Pennsylvania', 'guess': 'Pennsylvania', 'correct': True}, '23': {'test': 'us', 'answer': 'South Carolina', 'guess': 'South Carolina', 'correct': True}, '33': {'test': 'us', 'answer': 'Mississippi', 'guess': 'Mississippi', 'correct': True}, '11': {'test': 'europe', 'answer': 'Bulgaria', 'guess': 'Bulgaria', 'correct': True}, '0': {'test': 'europe', 'answer': 'Hungary', 'guess': 'Hungary', 'correct': True}, '1': {'test': 'europe', 'answer': 'Denmark', 'guess': 'Denmark', 'correct': True}, '39': {'test': 'us', 'answer': 'California', 'guess': 'California', 'correct': True}, '36': {'test': 'us', 'answer': 'Missouri', 'guess': 'Arkansas', 'correct': False}, '21': {'test': 'us', 'answer': 'Vermont', 'guess': 'Vermont', 'correct': True}, '4': {'test': 'europe', 'answer': 'San Marino', 'guess': 'San Marino', 'correct': True}, '20': {'test': 'us', 'answer': 'Connecticut', 'guess': 'Connecticut', 'correct': True}, '27': {'test': 'us', 'answer': 'New Hampshire', 'guess': 'New Hampshire', 'correct': True}}",40
Lisa,Austria,1.74359E+12,"[13, 2]","{'37': {'test': 'us', 'answer': 'New York', 'guess': 'Virginia', 'correct': False}, '17': {'test': 'europe', 'answer': 'Moldova', 'guess': 'Albania', 'correct': False}, '31': {'test': 'us', 'answer': 'Michigan', 'guess': 'Iowa', 'correct': False}, '16': {'test': 'europe', 'answer': 'Andorra', 'guess': 'Andorra', 'correct': True}, '5': {'test': 'europe', 'answer': 'Spain', 'guess': 'Spain', 'correct': True}, '19': {'test': 'europe', 'answer': 'Finland', 'guess': 'Finland', 'correct': True}, '35': {'test': 'us', 'answer': 'Colorado', 'guess': 'Virginia', 'correct': False}, '34': {'test': 'us', 'answer': 'Pennsylvania', 'guess': 'Ohio', 'correct': False}, '13': {'test': 'europe', 'answer': 'Portugal', 'guess': 'Portugal', 'correct': True}, '7': {'test': 'europe', 'answer': 'Latvia', 'guess': 'Latvia', 'correct': True}, '9': {'test': 'europe', 'answer': 'Belgium', 'guess': 'Belgium', 'correct': True}, '22': {'test': 'us', 'answer': 'North Carolina', 'guess': 'Louisiana', 'correct': False}, '2': {'test': 'europe', 'answer': 'Netherlands', 'guess': 'Netherlands', 'correct': True}, '14': {'test': 'europe', 'answer': 'Poland', 'guess': 'Czechia', 'correct': False}, '8': {'test': 'europe', 'answer': 'The Vatican', 'guess': 'San Marino', 'correct': False}, '3': {'test': 'europe', 'answer': 'Luxembourg', 'guess': 'Liechtenstein', 'correct': False}, '12': {'test': 'europe', 'answer': 'Norway', 'guess': 'Norway', 'correct': True}, '24': {'test': 'us', 'answer': 'Vermont', 'guess': 'Washington', 'correct': False}, '30': {'test': 'us', 'answer': 'Wisconsin', 'guess': 'Wisconsin', 'correct': True}, '29': {'test': 'us', 'answer': 'Georgia', 'guess': 'Nevada', 'correct': False}, '18': {'test': 'europe', 'answer': 'Cyprus', 'guess': 'Malta', 'correct': False}, '10': {'test': 'europe', 'answer': 'France', 'guess': 'France', 'correct': True}, '15': {'test': 'europe', 'answer': 'Hungary', 'guess': 'Hungary', 'correct': True}, '6': {'test': 'europe', 'answer': 'Denmark', 'guess': 'Denmark', 'correct': True}, '26': {'test': 'us', 'answer': 'Arkansas', 'guess': 'North Dakota', 'correct': False}, '25': {'test': 'us', 'answer': 'Oklahoma', 'guess': 'Oklahoma', 'correct': True}, '28': {'test': 'us', 'answer': 'Oregon', 'guess': 'Minnesota', 'correct': False}, '32': {'test': 'us', 'answer': 'Mississippi', 'guess': 'Colorado', 'correct': False}, '38': {'test': 'us', 'answer': 'New Jersey', 'guess': 'Maryland', 'correct': False}, '23': {'test': 'us', 'answer': 'Ohio', 'guess': 'Iowa', 'correct': False}, '33': {'test': 'us', 'answer': 'Montana', 'guess': 'New Mexico', 'correct': False}, '11': {'test': 'europe', 'answer': 'Iceland', 'guess': 'Iceland', 'correct': True}, '0': {'test': 'europe', 'answer': 'Austria', 'guess': 'Austria', 'correct': True}, '1': {'test': 'europe', 'answer': 'Romania', 'guess': 'Serbia', 'correct': False}, '39': {'test': 'us', 'answer': 'North Dakota', 'guess': 'Idaho', 'correct': False}, '36': {'test': 'us', 'answer': 'Arizona', 'guess': 'Georgia', 'correct': False}, '21': {'test': 'us', 'answer': 'Indiana', 'guess': 'Nebraska', 'correct': False}, '4': {'test': 'europe', 'answer': 'San Marino', 'guess': 'The Vatican', 'correct': False}, '20': {'test': 'us', 'answer': 'South Carolina', 'guess': 'Arkansas', 'correct': False}, '27': {'test': 'us', 'answer': 'Maryland', 'guess': 'North Carolina', 'correct': False}}",40
Holc,United States of America,1.74353E+12,"[20, 20]","{'37': {'test': 'us', 'answer': 'Wyoming', 'guess': 'Wyoming', 'correct': True}, '17': {'test': 'europe', 'answer': 'Hungary', 'guess': 'Hungary', 'correct': True}, '31': {'test': 'us', 'answer': 'Nevada', 'guess': 'Nevada', 'correct': True}, '16': {'test': 'europe', 'answer': 'Iceland', 'guess': 'Iceland', 'correct': True}, '5': {'test': 'europe', 'answer': 'Austria', 'guess': 'Austria', 'correct': True}, '19': {'test': 'europe', 'answer': 'Estonia', 'guess': 'Estonia', 'correct': True}, '35': {'test': 'us', 'answer': 'Alabama', 'guess': 'Alabama', 'correct': True}, '34': {'test': 'us', 'answer': 'West Virginia', 'guess': 'West Virginia', 'correct': True}, '13': {'test': 'europe', 'answer': 'Monaco', 'guess': 'Monaco', 'correct': True}, '7': {'test': 'europe', 'answer': 'Spain', 'guess': 'Spain', 'correct': True}, '9': {'test': 'europe', 'answer': 'Italy', 'guess': 'Italy', 'correct': True}, '22': {'test': 'us', 'answer': 'Arkansas', 'guess': 'Arkansas', 'correct': True}, '2': {'test': 'europe', 'answer': 'Andorra', 'guess': 'Andorra', 'correct': True}, '14': {'test': 'europe', 'answer': 'Bosnia and Herzegovina', 'guess': 'Bosnia and Herzegovina', 'correct': True}, '8': {'test': 'europe', 'answer': 'Bulgaria', 'guess': 'Bulgaria', 'correct': True}, '3': {'test': 'europe', 'answer': 'Lithuania', 'guess': 'Lithuania', 'correct': True}, '12': {'test': 'europe', 'answer': 'Greece', 'guess': 'Greece', 'correct': True}, '24': {'test': 'us', 'answer': 'Wisconsin', 'guess': 'Wisconsin', 'correct': True}, '30': {'test': 'us', 'answer': 'Tennessee', 'guess': 'Tennessee', 'correct': True}, '29': {'test': 'us', 'answer': 'California', 'guess': 'California', 'correct': True}, '18': {'test': 'europe', 'answer': 'France', 'guess': 'France', 'correct': True}, '10': {'test': 'europe', 'answer': 'Slovenia', 'guess': 'Slovenia', 'correct': True}, '15': {'test': 'europe', 'answer': 'Montenegro', 'guess': 'Montenegro', 'correct': True}, '6': {'test': 'europe', 'answer': 'Belarus', 'guess': 'Belarus', 'correct': True}, '26': {'test': 'us', 'answer': 'South Dakota', 'guess': 'South Dakota', 'correct': True}, '25': {'test': 'us', 'answer': 'New Hampshire', 'guess': 'New Hampshire', 'correct': True}, '28': {'test': 'us', 'answer': 'Ohio', 'guess': 'Ohio', 'correct': True}, '32': {'test': 'us', 'answer': 'South Carolina', 'guess': 'South Carolina', 'correct': True}, '38': {'test': 'us', 'answer': 'Iowa', 'guess': 'Iowa', 'correct': True}, '23': {'test': 'us', 'answer': 'Illinois', 'guess': 'Illinois', 'correct': True}, '33': {'test': 'us', 'answer': 'Oklahoma', 'guess': 'Oklahoma', 'correct': True}, '11': {'test': 'europe', 'answer': 'Germany', 'guess': 'Germany', 'correct': True}, '0': {'test': 'europe', 'answer': 'Denmark', 'guess': 'Denmark', 'correct': True}, '1': {'test': 'europe', 'answer': 'Norway', 'guess': 'Norway', 'correct': True}, '39': {'test': 'us', 'answer': 'Kansas', 'guess': 'Kansas', 'correct': True}, '36': {'test': 'us', 'answer': 'Indiana', 'guess': 'Indiana', 'correct': True}, '21': {'test': 'us', 'answer': 'North Carolina', 'guess': 'North Carolina', 'correct': True}, '4': {'test': 'europe', 'answer': 'Moldova', 'guess': 'Moldova', 'correct': True}, '20': {'test': 'us', 'answer': 'North Dakota', 'guess': 'North Dakota', 'correct': True}, '27': {'test': 'us', 'answer': 'Washington', 'guess': 'Washington', 'correct': True}}",40
Andrew,United States of America,1.74353E+12,"[19, 19]","{'37': {'test': 'us', 'answer': 'Michigan', 'guess': 'Michigan', 'correct': True}, '17': {'test': 'europe', 'answer': 'Malta', 'guess': 'Malta', 'correct': True}, '31': {'test': 'us', 'answer': 'Arkansas', 'guess': 'Arkansas', 'correct': True}, '16': {'test': 'europe', 'answer': 'Serbia', 'guess': 'Serbia', 'correct': True}, '5': {'test': 'europe', 'answer': 'Sweden', 'guess': 'Sweden', 'correct': True}, '19': {'test': 'europe', 'answer': 'Estonia', 'guess': 'Estonia', 'correct': True}, '35': {'test': 'us', 'answer': 'Illinois', 'guess': 'Illinois', 'correct': True}, '34': {'test': 'us', 'answer': 'Kansas', 'guess': 'Iowa', 'correct': False}, '13': {'test': 'europe', 'answer': 'Slovenia', 'guess': 'Slovenia', 'correct': True}, '7': {'test': 'europe', 'answer': 'Switzerland', 'guess': 'Switzerland', 'correct': True}, '9': {'test': 'europe', 'answer': 'Liechtenstein', 'guess': 'Liechtenstein', 'correct': True}, '22': {'test': 'us', 'answer': 'Mississippi', 'guess': 'Mississippi', 'correct': True}, '2': {'test': 'europe', 'answer': 'Bosnia and Herzegovina', 'guess': 'Bosnia and Herzegovina', 'correct': True}, '14': {'test': 'europe', 'answer': 'San Marino', 'guess': 'San Marino', 'correct': True}, '8': {'test': 'europe', 'answer': 'Norway', 'guess': 'Norway', 'correct': True}, '3': {'test': 'europe', 'answer': 'Iceland', 'guess': 'Iceland', 'correct': True}, '12': {'test': 'europe', 'answer': 'Finland', 'guess': 'Finland', 'correct': True}, '24': {'test': 'us', 'answer': 'Washington', 'guess': 'Washington', 'correct': True}, '30': {'test': 'us', 'answer': 'Delaware', 'guess': 'Delaware', 'correct': True}, '29': {'test': 'us', 'answer': 'Virginia', 'guess': 'Virginia', 'correct': True}, '18': {'test': 'europe', 'answer': 'Ukraine', 'guess': 'Ukraine', 'correct': True}, '10': {'test': 'europe', 'answer': 'Poland', 'guess': 'Poland', 'correct': True}, '15': {'test': 'europe', 'answer': 'Austria', 'guess': 'Czechia', 'correct': False}, '6': {'test': 'europe', 'answer': 'Bulgaria', 'guess': 'Bulgaria', 'correct': True}, '26': {'test': 'us', 'answer': 'Wyoming', 'guess': 'Wyoming', 'correct': True}, '25': {'test': 'us', 'answer': 'Indiana', 'guess': 'Indiana', 'correct': True}, '28': {'test': 'us', 'answer': 'Texas', 'guess': 'Texas', 'correct': True}, '32': {'test': 'us', 'answer': 'Idaho', 'guess': 'Idaho', 'correct': True}, '38': {'test': 'us', 'answer': 'Kentucky', 'guess': 'Kentucky', 'correct': True}, '23': {'test': 'us', 'answer': 'Pennsylvania', 'guess': 'Pennsylvania', 'correct': True}, '33': {'test': 'us', 'answer': 'Montana', 'guess': 'Montana', 'correct': True}, '11': {'test': 'europe', 'answer': 'Belgium', 'guess': 'Belgium', 'correct': True}, '0': {'test': 'europe', 'answer': 'Italy', 'guess': 'Italy', 'correct': True}, '1': {'test': 'europe', 'answer': 'Monaco', 'guess': 'Monaco', 'correct': True}, '39': {'test': 'us', 'answer': 'Missouri', 'guess': 'Missouri', 'correct': True}, '36': {'test': 'us', 'answer': 'Nevada', 'guess': 'Nevada', 'correct': True}, '21': {'test': 'us', 'answer': 'New Mexico', 'guess': 'New Mexico', 'correct': True}, '4': {'test': 'europe', 'answer': 'United Kingdom', 'guess': 'United Kingdom', 'correct': True}, '20': {'test': 'us', 'answer': 'New York', 'guess': 'New York', 'correct': True}, '27': {'test': 'us', 'answer': 'Ohio', 'guess': 'Ohio', 'correct': True}}",40
